date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
2022-07-24,3417900000.0,1298942222.2222223,1265277000.0,798450444.4444444
2022-07-25,3418638000.0,1299095333.3333333,1265465000.0,798683166.6666666
2022-07-26,3419441000.0,1299248444.4444444,1265653000.0,798915888.8888888
2022-07-27,3420260000.0,1299401555.5555556,1265841000.0,799148611.1111112
2022-07-28,3421121000.0,1299554666.6666667,1266029000.0,799381333.3333334
2022-07-29,3422060000.0,1299707777.7777777,1266217000.0,799614055.5555556
2022-07-30,3422910000.0,1299860888.8888888,1266405000.0,799846777.7777778
2022-07-31,3423669000.0,1300014000.0,1266593000.0,800079500.0
2022-08-01,3424070000.0,1300167111.1111112,1266781000.0,800312222.2222222
2022-08-02,3424465000.0,1300320222.2222223,1266969000.0,800544944.4444444
2022-08-03,3424838000.0,1300473333.3333333,1267157000.0,800777666.6666666
2022-08-04,3425218000.0,1300626444.4444444,1267345000.0,801010388.8888888
2022-08-05,3425593000.0,1300779555.5555556,1267533000.0,801243111.1111112
2022-08-06,3425843000.0,1300932666.6666667,1267721000.0,801475833.3333334
2022-08-07,3426023000.0,1301085777.7777777,1267909000.0,801708555.5555556
2022-08-08,3426316000.0,1301238888.8888888,1268097000.0,801941277.7777778
2022-08-09,3426619000.0,1301392000.0,1268285000.0,802174000.0
2022-08-10,3426938000.0,1301439620.689655,1268366758.6206896,802295758.6206896
2022-08-11,3427246000.0,1301487241.3793104,1268448517.2413793,802417517.2413793
2022-08-12,3427564000.0,1301534862.0689654,1268530275.862069,802539275.862069
2022-08-13,3427788000.0,1301582482.7586207,1268612034.4827585,802661034.4827586
2022-08-14,3427965000.0,1301630103.4482758,1268693793.1034484,802782793.1034483
2022-08-15,3428258000.0,1301677724.137931,1268775551.724138,802904551.7241379
2022-08-16,3428587000.0,1301725344.8275862,1268857310.3448277,803026310.3448275
2022-08-17,3428933000.0,1301772965.5172415,1268939068.9655173,803148068.9655173
2022-08-18,3429254000.0,1301820586.2068965,1269020827.586207,803269827.5862069
2022-08-19,3429579000.0,1301868206.8965516,1269102586.2068965,803391586.2068965
2022-08-20,3429804000.0,1301915827.586207,1269184344.8275862,803513344.8275862
2022-08-21,3429988000.0,1301963448.275862,1269266103.4482758,803635103.4482758
2022-08-22,3430297000.0,1302011068.9655173,1269347862.0689654,803756862.0689656
2022-08-23,3430624000.0,1302058689.6551723,1269429620.689655,803878620.6896552
2022-08-24,3430949000.0,1302106310.3448277,1269511379.310345,804000379.3103448
2022-08-25,3431247000.0,1302153931.0344827,1269593137.9310346,804122137.9310344
2022-08-26,3431560000.0,1302201551.724138,1269674896.5517242,804243896.5517242
2022-08-27,3431791000.0,1302249172.413793,1269756655.1724138,804365655.1724138
2022-08-28,3431965000.0,1302296793.1034484,1269838413.7931035,804487413.7931035
2022-08-29,3432235000.0,1302344413.7931035,1269920172.413793,804609172.4137931
2022-08-30,3432506000.0,1302392034.4827585,1270001931.0344827,804730931.0344827
2022-08-31,3432778000.0,1302439655.1724138,1270083689.6551723,804852689.6551725
2022-09-01,3432984000.0,1302487275.862069,1270165448.275862,804974448.2758621
2022-09-02,3433182000.0,1302534896.5517242,1270247206.8965516,805096206.8965517
2022-09-03,3433328000.0,1302582517.2413793,1270328965.5172415,805217965.5172414
2022-09-04,3433450000.0,1302630137.9310346,1270410724.137931,805339724.137931
2022-09-05,3433615000.0,1302677758.6206896,1270492482.7586207,805461482.7586207
2022-09-06,3433788000.0,1302725379.310345,1270574241.3793104,805583241.3793104
2022-09-07,3433960000.0,1302773000.0,1270656000.0,805705000.0
2022-09-08,3434119000.0,1302791258.6206896,1270691809.5238094,805772857.1428572
2022-09-09,3434270000.0,1302809517.2413793,1270727619.047619,805840714.2857143
2022-09-10,3434317000.0,1302827775.862069,1270763428.5714285,805908571.4285715
2022-09-11,3434390000.0,1302846034.4827585,1270799238.0952382,805976428.5714285
2022-09-12,3434487000.0,1302864293.1034484,1270835047.6190476,806044285.7142857
2022-09-13,3434621000.0,1302882551.724138,1270870857.142857,806112142.8571428
2022-09-14,3434774000.0,1302900810.3448277,1270906666.6666667,806180000.0
2022-09-15,3434906000.0,1302919068.9655173,1270942476.1904762,806247857.1428572
2022-09-16,3435066000.0,1302937327.586207,1270978285.7142856,806315714.2857143
2022-09-17,3435207000.0,1302955586.2068965,1271014095.2380953,806383571.4285715
2022-09-18,3435302000.0,1302973844.8275862,1271049904.7619047,806451428.5714285
2022-09-19,3435442000.0,1302992103.4482758,1271085714.2857144,806519285.7142857
2022-09-20,3435577000.0,1303010362.0689654,1271121523.8095238,806587142.8571428
2022-09-21,3435719000.0,1303028620.689655,1271157333.3333333,806655000.0
2022-09-22,3435855000.0,1303046879.310345,1271193142.857143,806722857.1428572
2022-09-23,3436001000.0,1303065137.9310346,1271228952.3809524,806790714.2857143
2022-09-24,3436132000.0,1303083396.5517242,1271264761.9047618,806858571.4285715
2022-09-25,3436227000.0,1303101655.1724138,1271300571.4285715,806926428.5714285
2022-09-26,3436355000.0,1303119913.7931035,1271336380.952381,806994285.7142857
2022-09-27,3436494000.0,1303138172.413793,1271372190.4761906,807062142.8571428
2022-09-28,3436630000.0,1303156431.0344827,1271408000.0,807130000.0
2022-09-29,3436773000.0,1303174689.6551723,1271429642.857143,807180142.8571428
2022-09-30,3436911000.0,1303192948.275862,1271451285.7142856,807230285.7142857
2022-10-01,3436966000.0,1303211206.8965516,1271472928.5714285,807280428.5714285
2022-10-02,3437018000.0,1303229465.5172415,1271494571.4285715,807330571.4285715
2022-10-03,3437085000.0,1303247724.137931,1271516214.2857144,807380714.2857143
2022-10-04,3437161000.0,1303265982.7586207,1271537857.142857,807430857.1428572
2022-10-05,3437218000.0,1303284241.3793104,1271559500.0,807481000.0
2022-10-06,3437286000.0,1303302500.0,1271581142.857143,807531142.8571428
2022-10-07,3437347000.0,1303320758.6206896,1271602785.7142856,807581285.7142857
2022-10-08,3437442000.0,1303339017.2413793,1271624428.5714285,807631428.5714285
2022-10-09,3437516000.0,1303357275.862069,1271646071.4285715,807681571.4285715
2022-10-10,3437619000.0,1303375534.4827585,1271667714.2857144,807731714.2857143
2022-10-11,3437728000.0,1303393793.1034484,1271689357.142857,807781857.1428572
2022-10-12,3437851000.0,1303412051.724138,1271711000.0,807832000.0
2022-10-13,3437961000.0,1303430310.3448277,1271733434.7826087,807895782.6086956
2022-10-14,3438086000.0,1303448568.9655173,1271755869.5652175,807959565.2173913
2022-10-15,3438202000.0,1303466827.586207,1271778304.347826,808023347.826087
2022-10-16,3438277000.0,1303485086.2068965,1271800739.1304348,808087130.4347826
2022-10-17,3438378000.0,1303503344.8275862,1271823173.9130435,808150913.0434783
2022-10-18,3438482000.0,1303521603.4482758,1271845608.6956522,808214695.6521739
2022-10-19,3438588000.0,1303539862.0689654,1271868043.4782608,808278478.2608696
2022-10-20,3438697000.0,1303558120.689655,1271890478.2608695,808342260.8695652
2022-10-21,3438817000.0,1303576379.310345,1271912913.0434783,808406043.4782609
2022-10-22,3438920000.0,1303594637.9310346,1271935347.826087,808469826.0869565
2022-10-23,3438993000.0,1303612896.5517242,1271957782.6086957,808533608.6956521
2022-10-24,3439087000.0,1303631155.1724138,1271980217.3913043,808597391.3043479
2022-10-25,3439201000.0,1303649413.7931035,1272002652.173913,808661173.9130435
2022-10-26,3439299000.0,1303667672.413793,1272025086.9565217,808724956.5217391
2022-10-27,3439408000.0,1303685931.0344827,1272047521.7391305,808788739.1304348
2022-10-28,3439525000.0,1303704189.6551723,1272069956.5217392,808852521.7391304
2022-10-29,3439620000.0,1303722448.275862,1272092391.3043478,808916304.3478261
2022-10-30,3439698000.0,1303740706.8965516,1272114826.0869565,808980086.9565217
2022-10-31,3439802000.0,1303758965.5172415,1272137260.8695652,809043869.5652174
2022-11-01,3439907000.0,1303777224.137931,1272159695.652174,809107652.173913
2022-11-02,3440016000.0,1303795482.7586207,1272182130.4347825,809171434.7826087
2022-11-03,3440119000.0,1303813741.3793104,1272204565.2173913,809235217.3913044
2022-11-04,3440231000.0,1303832000.0,1272227000.0,809299000.0
2022-11-05,3440346000.0,1303865291.6666667,1272252125.0,809377208.3333334
2022-11-06,3440421000.0,1303898583.3333333,1272277250.0,809455416.6666666
2022-11-07,3440524000.0,1303931875.0,1272302375.0,809533625.0
2022-11-08,3440638000.0,1303965166.6666667,1272327500.0,809611833.3333334
2022-11-09,3440760000.0,1303998458.3333333,1272352625.0,809690041.6666666
2022-11-10,3440879000.0,1304031750.0,1272377750.0,809768250.0
2022-11-11,3441007000.0,1304065041.6666667,1272402875.0,809846458.3333334
2022-11-12,3441126000.0,1304098333.3333333,1272428000.0,809924666.6666666
2022-11-13,3441205000.0,1304131625.0,1272453125.0,810002875.0
2022-11-14,3441334000.0,1304164916.6666667,1272478250.0,810081083.3333334
2022-11-15,3441497000.0,1304198208.3333333,1272503375.0,810159291.6666666
2022-11-16,3441680000.0,1304231500.0,1272528500.0,810237500.0
2022-11-17,3441859000.0,1304264791.6666667,1272553625.0,810315708.3333334
2022-11-18,3442080000.0,1304298083.3333333,1272578750.0,810393916.6666666
2022-11-19,3442253000.0,1304331375.0,1272603875.0,810472125.0
2022-11-20,3442376000.0,1304364666.6666667,1272629000.0,810550333.3333334
2022-11-21,3442539000.0,1304397958.3333333,1272654125.0,810628541.6666666
2022-11-22,3442683000.0,1304431250.0,1272679250.0,810706750.0
2022-11-23,3442840000.0,1304464541.6666667,1272704375.0,810784958.3333334
2022-11-24,3442976000.0,1304497833.3333333,1272729500.0,810863166.6666666
2022-11-25,3443114000.0,1304531125.0,1272754625.0,810941375.0
2022-11-26,3443240000.0,1304564416.6666667,1272779750.0,811019583.3333334
2022-11-27,3443327000.0,1304597708.3333333,1272804875.0,811097791.6666666
2022-11-28,3443451000.0,1304631000.0,1272830000.0,811176000.0
2022-11-29,3443554000.0,1304803733.3333333,1272909200.0,811478800.0
2022-11-30,3443749000.0,1304976466.6666667,1272988400.0,811781600.0
2022-12-01,3443887000.0,1305149200.0,1273067600.0,812084400.0
2022-12-02,3444010000.0,1305321933.3333333,1273146800.0,812387200.0
2022-12-03,3444166000.0,1305494666.6666667,1273226000.0,812690000.0
2022-12-04,3444295000.0,1305667400.0,1273305200.0,812992800.0
2022-12-05,3444548000.0,1305840133.3333333,1273384400.0,813295600.0
2022-12-06,3444906000.0,1306012866.6666667,1273463600.0,813598400.0
2022-12-07,3445402000.0,1306185600.0,1273542800.0,813901200.0
2022-12-08,3446141000.0,1306358333.3333333,1273622000.0,814204000.0
2022-12-09,3447152000.0,1306531066.6666667,1273701200.0,814506800.0
2022-12-10,3448175000.0,1306703800.0,1273780400.0,814809600.0
2022-12-11,3448992000.0,1306876533.3333333,1273859600.0,815112400.0
2022-12-12,3450244000.0,1307049266.6666667,1273938800.0,815415200.0
2022-12-13,3451677000.0,1307222000.0,1274018000.0,815718000.0
2022-12-14,3453156000.0,1307317800.0,1274094133.3333333,816055900.0
2022-12-15,3454559000.0,1307413600.0,1274170266.6666667,816393800.0
2022-12-16,3455859000.0,1307509400.0,1274246400.0,816731700.0
2022-12-17,3456803000.0,1307605200.0,1274322533.3333333,817069600.0
2022-12-18,3457491000.0,1307701000.0,1274398666.6666667,817407500.0
2022-12-19,3458412000.0,1307796800.0,1274474800.0,817745400.0
2022-12-20,3461498000.0,1307892600.0,1274550933.3333333,818083300.0
2022-12-21,3465123000.0,1307988400.0,1274627066.6666667,818421200.0
2022-12-22,3467395000.0,1308084200.0,1274703200.0,818759100.0
2022-12-23,3469670000.0,1308180000.0,1274779333.3333333,819097000.0
2022-12-24,3470946000.0,1308275800.0,1274855466.6666667,819434900.0
2022-12-25,3471819000.0,1308371600.0,1274931600.0,819772800.0
2022-12-26,3473153000.0,1308467400.0,1275007733.3333333,820110700.0
2022-12-27,3474309000.0,1308563200.0,1275083866.6666667,820448600.0
2022-12-28,3475387000.0,1308659000.0,1275160000.0,820786500.0
2022-12-29,3476443000.0,1308754800.0,1275236133.3333333,821124400.0
2022-12-30,3477453000.0,1308850600.0,1275312266.6666667,821462300.0
2022-12-31,3478094000.0,1308946400.0,1275388400.0,821800200.0
2023-01-01,3478488000.0,1309042200.0,1275464533.3333333,822138100.0
2023-01-02,3478946000.0,1309138000.0,1275540666.6666667,822476000.0
2023-01-03,3479607000.0,1309233800.0,1275616800.0,822813900.0
2023-01-04,3480354000.0,1309329600.0,1275692933.3333333,823151800.0
2023-01-05,3481101000.0,1309425400.0,1275769066.6666667,823489700.0
2023-01-06,3482306000.0,1309521200.0,1275845200.0,823827600.0
2023-01-07,3482965000.0,1309617000.0,1275921333.3333333,824165500.0
2023-01-08,3483438000.0,1309712800.0,1275997466.6666667,824503400.0
2023-01-09,3484655000.0,1309808600.0,1276073600.0,824841300.0
2023-01-10,3485409000.0,1309904400.0,1276149733.3333333,825179200.0
2023-01-11,3486069000.0,1310000200.0,1276225866.6666667,825517100.0
2023-01-12,3487638000.0,1310096000.0,1276302000.0,825855000.0
2023-01-13,3488058000.0,1310109285.7142856,1276332714.2857144,825951571.4285715
2023-01-14,3488300666.6666665,1310122571.4285715,1276363428.5714285,826048142.8571428
2023-01-15,3488543333.3333335,1310135857.142857,1276394142.857143,826144714.2857143
2023-01-16,3488786000.0,1310149142.857143,1276424857.142857,826241285.7142857
2023-01-17,3489028666.6666665,1310162428.5714285,1276455571.4285715,826337857.1428572
2023-01-18,3489271333.3333335,1310175714.2857144,1276486285.7142856,826434428.5714285
2023-01-19,3489514000.0,1310189000.0,1276517000.0,826531000.0
